xval,cpu,mem
2096,17.6,78.9
2097,15.2,79.0
2098,12.0,79.0
2099,13.1,79.0
2100,11.3,79.0
2101,14.1,79.0
2102,13.5,79.0
2103,12.7,79.0
2104,13.8,79.1
2105,13.9,79.1
2106,12.1,79.1
2107,14.8,79.1
2108,11.4,79.0
2109,13.9,79.0
2110,14.6,79.0
2111,12.0,79.0
2112,12.8,79.0
2113,14.8,79.0
2114,10.8,79.0
2115,14.7,79.1
2116,12.2,79.1
2117,15.8,79.1
2118,13.4,79.2
2119,32.5,80.4
2120,19.7,80.6
2121,27.1,81.3
2122,23.3,81.5
2123,16.4,81.6
2124,20.6,81.6
2125,22.6,82.7
2126,16.3,82.7
2127,13.4,82.7
2128,13.1,82.8
2129,14.0,82.8
2130,10.8,82.9
2131,13.4,83.0
2132,13.5,83.1
2133,12.8,83.2
2134,14.0,83.2
2135,13.8,83.2
2136,11.3,83.2
2137,12.5,83.2
2138,13.9,83.2
2139,12.3,83.2
2140,14.3,83.3
2141,13.9,83.2
2142,13.3,83.3
2143,13.3,83.4
2144,14.4,83.4
2145,13.5,83.4
2146,13.7,83.4
2147,13.7,83.3
2148,16.0,83.3
2149,13.7,83.4
2150,13.5,83.4
2151,14.2,83.4
2152,14.6,83.4
2153,14.7,83.3
2154,13.8,83.2
2155,14.8,83.2
2156,13.7,83.3
2157,15.3,83.3
2158,15.4,83.3
2159,14.4,83.3
2160,14.1,83.2
2161,14.6,83.2
2162,15.5,83.2
2163,13.9,83.4
2164,14.8,83.6
2165,15.4,83.6
2166,14.2,83.5
2167,14.3,83.6
2168,12.6,83.7
2169,14.1,83.9
2170,14.9,83.9
2171,15.5,84.0
2172,14.0,84.2
2173,12.6,84.2
2174,13.2,84.3
2175,14.9,84.5
2176,16.2,84.6
2177,13.1,84.6
2178,14.4,84.5
2179,15.2,84.6
2180,14.8,84.7
2181,14.3,84.8
2182,15.4,84.9
2183,15.3,84.9
2184,15.0,84.8
2185,15.3,84.9
2186,14.0,85.1
2187,13.3,85.0
2188,14.1,85.0
2189,14.6,85.2
2190,14.9,85.3
2191,15.3,85.2
2192,11.8,85.3
2193,13.2,85.3
2194,14.3,85.3
2195,13.3,85.3
2196,14.2,85.3
2197,13.3,85.4
2198,12.2,85.5
2199,13.9,85.4
2200,14.5,85.5
2201,13.4,85.4
2202,13.7,85.4
2203,12.6,85.3
2204,11.2,85.3
2205,12.9,85.5
2206,14.0,85.6
2207,14.0,85.6
2208,14.3,85.7
2209,11.9,85.8
2210,14.1,85.9
2211,12.5,86.2
2212,13.5,86.1
2213,13.8,86.1
2214,15.4,86.2
2215,14.0,86.1
2216,11.8,86.2
2217,13.0,86.1
2218,12.6,86.1
2219,14.2,86.2
2220,14.1,86.3
2221,13.5,86.3
2222,14.7,86.4
2223,14.2,86.3
2224,13.9,86.4
2225,12.3,86.5
2226,13.0,86.5
2227,14.3,86.4
2228,11.9,86.5
2229,13.9,86.5
2230,11.4,86.5
2231,14.0,86.5
2232,13.5,86.5
2233,12.6,86.5
2234,14.2,86.6
2235,13.2,86.7
2236,12.7,86.5
2237,12.8,86.6
2238,13.3,86.6
2239,14.1,86.6
2240,13.0,86.6
2241,13.9,86.6
2242,11.9,86.6
2243,13.1,86.6
2244,14.1,86.7
2245,11.4,86.8
2246,12.8,86.9
2247,12.2,86.9
2248,11.5,86.8
2249,13.2,87.0
2250,11.9,86.9
2251,13.7,86.8
2252,12.1,86.8
2253,13.0,86.8
2254,12.0,86.8
2255,12.0,86.8
2256,13.6,86.8
2257,11.8,86.8
2258,13.4,86.8
2259,13.8,86.7
2260,13.5,86.7
2261,14.0,86.7
2262,12.8,86.6
2263,12.9,86.4
2264,13.8,86.7
2265,14.9,86.6
2266,12.7,86.7
2267,12.7,86.7
2268,13.1,86.5
2269,13.0,86.5
2270,11.5,86.5
2271,12.5,86.6
2272,12.5,86.6
2273,11.5,86.6
2274,13.9,86.5
2275,12.7,86.5
2276,12.4,86.6
2277,13.9,86.6
2278,11.3,86.6
2279,12.5,86.6
2280,12.5,86.7
2281,12.3,86.7
2282,13.0,86.6
2283,12.3,86.6
2284,12.0,86.6
2285,12.2,86.6
2286,11.9,86.5
2287,12.2,86.6
2288,13.6,86.6
2289,11.9,86.6
2290,13.4,86.6
2291,11.4,86.7
2292,12.4,86.7
2293,13.1,86.8
2294,10.0,86.8
2295,13.5,86.8
2296,13.1,86.8
2297,13.1,86.8
2298,14.7,86.8
2299,12.4,86.8
2300,14.1,86.9
2301,12.7,87.0
2302,13.5,87.0
2303,11.2,86.9
2304,13.8,87.0
2305,12.7,86.9
2306,11.9,86.8
2307,13.1,86.4
2308,12.7,86.3
2309,12.1,86.4
2310,13.6,86.4
2311,13.4,86.4
2312,14.3,86.4
2313,13.8,86.4
2314,13.6,86.2
2315,12.2,86.2
2316,12.6,86.2
2317,14.1,86.3
2318,12.9,86.3
2319,13.6,86.3
2320,12.5,86.3
2321,12.5,86.3
2322,14.2,86.4
2323,13.9,86.3
2324,12.9,86.3
2325,13.7,86.4
2326,12.7,86.3
2327,13.9,86.4
2328,12.3,86.4
2329,13.3,86.5
2330,14.1,86.5
2331,14.3,86.5
2332,14.0,86.5
2333,13.0,86.4
2334,12.6,86.4
2335,11.5,86.4
2336,13.8,86.4
2337,12.4,86.6
2338,13.0,86.8
2339,13.2,87.9
2340,25.9,89.3
2341,30.6,89.8
2342,10.3,89.1
2343,25.9,88.1
2344,16.4,87.4
2345,14.5,87.3
2346,14.8,87.2
2347,13.3,87.1
2348,13.1,86.9
2349,14.8,86.9
2350,14.4,86.4
2351,12.9,86.1
2352,14.3,85.6
2353,13.9,85.6
2354,13.6,85.6
2355,13.5,85.3
2356,16.8,85.3
2357,13.7,85.3
2358,13.2,84.9
2359,13.1,84.8
2360,14.0,84.5
2361,15.9,84.3
2362,13.4,84.1
2363,13.1,83.8
2364,14.1,83.5
2365,13.2,83.2
2366,14.0,83.0
2367,15.0,82.8
2368,14.1,82.6
2369,14.2,82.2
2370,13.2,82.0
2371,13.5,82.0
2372,14.0,81.9
2373,14.6,82.0
2374,13.3,82.0
2375,17.3,81.9
2376,13.6,82.0
2377,16.2,81.8
2378,12.8,81.8
2379,13.9,81.7
2380,16.7,81.7
2381,14.5,81.8
2382,17.0,81.8
2383,19.3,81.8
2384,16.2,81.8
2385,12.4,81.7
2386,16.7,81.7
2387,14.1,81.8
2388,13.9,81.7
2389,11.5,81.8
2390,13.8,81.8
2391,13.9,81.9
2392,15.6,81.8
2393,17.6,81.7
2394,13.6,81.7
2395,13.1,81.7
2396,12.3,81.7
2397,12.5,81.8
2398,13.7,81.8
2399,11.4,81.8
2400,13.8,81.8
2401,13.6,81.8
2402,11.9,81.8
2403,10.8,81.8
2404,13.7,81.8
2405,12.4,81.9
2406,14.6,81.9
2407,11.7,81.9
2408,11.6,81.9
2409,13.8,82.0
2410,15.0,81.8
2411,11.0,82.2
2412,11.6,82.0
2413,12.3,82.1
2414,13.2,82.2
2415,13.3,82.4
2416,13.3,82.4
2417,14.5,82.4
2418,10.9,82.5
2419,15.1,82.6
2420,11.8,82.4
2421,13.4,82.3
2422,10.9,82.3
2423,13.8,82.5
2424,12.4,82.5
2425,15.2,82.5
2426,11.7,82.4
2427,10.9,82.3
2428,10.7,82.3
2429,11.7,82.3
2430,13.4,82.1
2431,16.4,82.2
2432,11.1,82.2
2433,11.4,82.2
2434,11.3,82.1
2435,11.6,82.1
2436,9.3,82.1
2437,13.1,82.0
2438,12.9,81.9
2439,14.3,81.8
2440,11.6,81.8
2441,14.7,81.9
2442,10.8,81.9
2443,12.2,81.8
2444,11.6,81.8
2445,12.0,81.8
2446,14.1,81.9
2447,12.6,81.9
2448,11.0,81.8
2449,12.9,81.8
2450,14.4,81.9
2451,9.7,81.9
2452,10.7,81.8
2453,14.7,82.0
2454,16.6,82.1
2455,11.4,82.2
2456,15.3,82.1
2457,14.6,82.0
2458,11.0,82.1
2459,13.5,82.0
2460,15.2,82.1
2461,9.3,81.9
2462,14.1,82.0
2463,13.3,81.9
2464,11.1,81.9
2465,12.4,81.9
2466,13.5,81.9
2467,10.8,81.9
2468,13.5,81.9
2469,9.7,81.9
2470,12.3,81.8
2471,12.3,81.9
2472,14.8,81.9
2473,13.5,81.9
2474,12.9,81.9
2475,12.1,81.8
2476,13.5,81.9
2477,11.1,81.9
2478,10.4,81.9
2479,13.2,81.9
2480,14.2,81.8
2481,15.6,81.8
2482,9.2,81.9
2483,14.3,81.9
2484,11.9,81.8
2485,11.7,81.8
2486,11.0,81.9
2487,14.0,81.8
2488,11.3,81.9
2489,14.0,81.8
2490,12.3,81.8
2491,16.3,81.8
2492,12.7,81.8
2493,11.8,81.8
2494,12.9,81.9
2495,9.1,81.9
2496,10.2,81.9
2497,13.7,81.7
2498,10.9,81.8
2499,10.5,81.8
2500,13.0,81.8
2501,12.3,81.7
2502,10.1,81.7
2503,10.0,81.8
2504,12.1,81.8
2505,12.0,81.8
2506,12.0,81.8
2507,10.0,81.8
2508,12.0,81.7
2509,10.9,81.8
2510,10.3,81.6
2511,13.3,81.5
2512,14.0,81.6
2513,9.0,81.6
2514,14.0,81.6
2515,13.1,81.6
2516,12.6,81.6
2517,12.5,81.6
2518,13.1,81.7
2519,14.2,81.6
2520,11.2,81.6
2521,9.6,81.7
2522,13.3,81.7
2523,10.4,81.9
2524,13.0,81.9
2525,13.6,81.9
2526,12.3,81.9
2527,12.9,81.9
2528,14.5,81.8
2529,12.1,81.9
2530,12.9,81.9
2531,11.6,81.8
2532,12.6,81.9
2533,14.8,81.9
2534,12.6,81.7
2535,13.0,81.6
2536,13.0,81.5
2537,13.9,81.4
2538,14.1,81.5
2539,11.3,81.5
2540,14.2,81.4
2541,11.7,81.4
2542,13.1,81.3
2543,14.1,81.2
2544,12.9,81.2
2545,13.2,81.1
2546,12.9,81.1
2547,13.0,81.1
2548,14.3,81.0
2549,13.3,81.0
2550,11.7,81.0
2551,13.6,81.0
2552,10.1,81.1
2553,14.1,80.9
2554,11.6,81.0
2555,16.5,80.9
2556,10.9,81.0
2557,18.1,81.0
2558,12.7,80.9
2559,16.4,81.0
2560,15.7,81.0
2561,17.2,81.0
2562,14.8,80.9
2563,14.4,81.0
2564,16.0,81.0
2565,12.1,81.0
2566,16.3,81.0
2567,12.8,81.3
2568,16.3,81.3
2569,15.5,81.4
2570,14.0,81.4
2571,15.2,81.3
2572,13.2,81.4
2573,15.3,81.2
2574,14.2,81.3
2575,15.1,81.2
2576,16.0,81.2
2577,15.5,81.2
2578,12.0,81.1
2579,15.8,81.1
2580,13.0,81.2
2581,13.8,81.1
2582,18.5,81.1
2583,14.0,81.1
2584,15.7,81.1
2585,13.6,81.1
2586,15.1,81.1
2587,12.0,81.1
2588,14.3,81.1
2589,13.1,81.2
2590,12.8,81.2
2591,12.2,81.2
2592,14.6,81.2
2593,12.9,81.2
2594,16.4,81.2
2595,17.2,83.5
2596,14.3,84.0
2597,9.9,84.6
2598,11.1,84.6
2599,10.8,84.7
2600,13.1,84.4
2601,21.7,84.3
2602,15.9,84.1
2603,16.9,84.1
2604,20.1,84.0
2605,14.9,84.0
2606,15.9,84.0
2607,13.5,83.8
2608,13.4,83.8
2609,17.9,83.4
2610,12.8,83.4
2611,13.3,83.3
2612,12.7,83.1
2613,13.3,83.2
2614,15.3,83.2
2615,13.0,82.9
2616,13.5,82.7
2617,13.0,82.7
2618,13.0,82.8
2619,13.9,82.7
2620,14.8,82.4
2621,11.0,82.3
2622,18.9,82.2
2623,14.2,82.1
2624,11.1,82.0
2625,12.6,82.0
2626,17.9,82.0
2627,12.7,81.9
2628,10.5,81.8
2629,12.7,81.8
2630,11.9,81.8
2631,14.2,81.9
2632,13.4,81.8
2633,11.5,81.8
2634,11.8,81.9
2635,13.7,82.0
2636,14.5,82.0
2637,13.0,81.9
2638,12.7,81.9
2639,10.4,81.9
2640,14.6,81.9
2641,12.3,81.8
2642,14.2,81.8
2643,10.4,81.8
2644,14.5,81.8
2645,12.4,81.7
2646,12.6,81.8
2647,12.3,81.8
2648,13.3,81.8
2649,13.6,81.9
2650,11.9,82.0
2651,12.2,81.9
2652,14.0,81.9
2653,10.7,81.9
2654,15.6,81.9
2655,12.1,81.9
2656,13.5,81.9
2657,11.4,81.8
2658,12.2,81.9
2659,12.2,81.9
2660,12.1,81.9
2661,12.9,81.9
2662,11.4,81.9
2663,11.1,81.9
2664,11.6,81.9
2665,13.1,81.9
2666,11.0,82.0
2667,14.2,82.1
2668,10.8,82.0
2669,16.6,82.0
2670,10.8,81.9
2671,13.7,82.0
2672,12.4,81.9
2673,11.2,82.0
2674,12.0,82.0
2675,14.4,81.9
2676,14.7,81.9
2677,13.3,81.9
2678,12.1,81.9
2679,11.9,81.9
2680,12.6,81.9
2681,14.0,81.9
2682,9.3,81.9
2683,12.1,81.9
2684,12.4,81.9
2685,13.1,81.9
2686,12.7,81.8
2687,14.0,81.9
2688,13.9,81.8
2689,15.1,81.9
2690,11.2,81.8
2691,13.1,81.9
2692,11.7,81.8
2693,14.7,81.9
2694,12.4,81.9
2695,14.3,82.0
2696,12.9,81.9
2697,13.5,81.9
2698,12.9,81.9
2699,13.4,81.9
2700,15.0,81.9
2701,14.0,81.9
2702,12.5,81.9
2703,16.5,81.8
2704,11.6,81.8
2705,16.7,81.9
2706,11.3,81.9
2707,11.7,81.9
2708,9.1,81.9
2709,13.5,81.9
2710,11.0,81.9
2711,13.2,81.9
2712,10.2,81.9
2713,14.5,82.0
2714,11.4,82.0
2715,13.7,82.0
2716,13.6,81.9
2717,11.1,82.0
2718,14.1,82.0
2719,12.0,82.0
2720,14.3,82.0
2721,14.9,82.2
2722,15.5,82.1
2723,15.1,82.1
2724,12.3,82.2
2725,12.2,82.2
2726,13.2,82.2
2727,14.1,82.1
2728,12.4,82.2
2729,14.3,82.1
2730,11.3,82.1
2731,14.1,82.1
2732,12.7,82.1
2733,12.5,82.1
2734,14.5,82.1
2735,14.1,82.2
2736,13.3,82.0
2737,14.7,82.1
2738,14.9,82.1
2739,16.6,82.1
2740,10.8,82.5
2741,14.5,82.5
2742,10.4,82.5
2743,13.2,82.5
2744,11.2,82.5
2745,11.8,82.6
2746,14.0,82.7
2747,13.4,82.6
2748,13.7,82.6
2749,12.7,82.6
2750,13.1,82.6
2751,11.4,82.6
2752,14.9,82.5
2753,14.6,82.5
2754,15.0,82.5
2755,17.0,82.4
2756,13.5,82.4
2757,14.1,82.4
2758,10.2,82.4
2759,13.7,82.4
2760,13.2,82.4
2761,12.8,82.4
2762,13.5,82.4
2763,11.1,82.3
2764,12.7,82.3
2765,12.8,82.4
2766,13.1,82.3
2767,14.1,82.4
2768,11.3,82.4
2769,14.3,82.3
2770,13.3,82.4
2771,14.3,82.3
2772,12.2,82.3
2773,14.0,82.3
2774,15.6,82.4
2775,15.8,82.3
2776,16.8,82.1
2777,12.9,82.2
2778,15.7,82.2
2779,12.3,82.2
2780,14.3,82.3
2781,13.8,82.3
2782,14.6,82.3
2783,16.0,82.3
2784,14.0,82.3
2785,14.6,82.3
2786,15.5,82.3
2787,18.6,82.4
2788,13.9,82.3
2789,18.6,82.3
2790,15.6,82.2
2791,14.8,82.3
2792,14.5,82.1
2793,15.6,82.2
2794,14.4,82.2
2795,19.0,82.2
2796,13.9,82.2
2797,14.8,82.2
2798,18.2,82.2
2799,11.2,82.2
2800,15.3,82.2
2801,14.4,82.2
2802,13.7,82.2
2803,14.3,82.2
2804,15.1,82.2
2805,12.9,82.2
2806,17.1,82.3
2807,16.5,82.2
2808,14.9,82.2
2809,14.9,82.2
2810,12.4,82.3
2811,17.0,82.3
2812,16.2,82.3
2813,12.3,82.3
2814,14.5,82.3
2815,14.6,82.3
2816,15.1,82.4
2817,15.3,82.3
2818,15.6,82.4
2819,15.5,82.3
2820,15.3,82.3
2821,15.1,82.4
2822,18.5,82.4
2823,13.1,82.4
2824,15.0,82.2
2825,16.0,82.3
2826,15.3,82.3
2827,17.5,82.3
2828,12.6,82.4
2829,14.6,82.4
2830,15.7,82.3
2831,13.4,82.3
2832,14.0,82.3
2833,14.1,82.4
2834,14.7,82.4
2835,12.3,82.3
2836,12.0,82.4
2837,13.1,82.4
2838,11.6,82.5
2839,15.7,82.5
2840,12.3,82.5
2841,14.1,82.6
2842,12.7,82.5
2843,15.0,82.5
2844,14.1,82.6
2845,16.9,82.6
2846,12.8,82.5
2847,11.3,82.6
2848,13.9,82.5
2849,11.3,82.6
2850,13.3,82.5
2851,14.6,82.6
2852,13.6,82.6
2853,13.8,82.6
2854,15.0,82.6
2855,14.4,82.5
2856,11.0,82.5
2857,12.9,83.1
2858,12.2,83.0
2859,11.3,83.1
2860,17.3,83.3
2861,16.1,83.4
2862,15.1,83.4
2863,10.2,83.5
2864,10.8,83.5
2865,11.4,83.4
2866,12.3,83.5
2867,12.9,83.5
2868,12.9,83.4
2869,13.2,83.4
2870,13.8,83.4
2871,16.8,83.4
2872,13.1,83.3
2873,12.7,83.4
2874,12.0,83.5
2875,15.5,83.6
2876,13.8,83.6
2877,14.5,83.8
2878,10.3,83.7
2879,14.3,83.6
2880,11.4,83.6
2881,13.5,83.7
2882,14.1,84.0
2883,17.3,84.2
2884,14.6,84.1
2885,15.3,84.1
2886,15.5,84.1
2887,14.4,84.1
2888,14.7,84.1
2889,13.3,84.2
2890,16.9,84.5
2891,9.4,84.8
2892,10.8,84.8
2893,8.2,84.7
2894,9.4,84.7
2895,11.4,84.6
2896,15.2,84.8
2897,13.0,85.1
2898,9.3,84.8
2899,13.3,84.9
2900,16.1,84.8
2901,12.8,84.6
2902,15.1,84.5
2903,13.2,84.4
2904,9.9,84.4
2905,9.3,84.6
2906,14.4,84.6
2907,12.7,84.6
2908,13.9,84.6
2909,12.3,84.6
2910,15.6,84.7
2911,11.6,84.8
2912,14.9,85.0
2913,11.9,85.1
2914,12.3,85.0
2915,8.9,85.0
2916,9.6,84.9
2917,10.7,84.9
2918,10.7,84.9
2919,12.0,85.1
2920,12.0,85.4
2921,27.1,85.8
2922,19.7,85.8
2923,19.6,85.7
2924,10.6,85.8
2925,14.6,85.6
2926,17.9,85.7
2927,15.3,85.7
2928,10.4,85.6
2929,12.8,85.5
2930,10.2,85.5
2931,10.7,85.2
2932,11.3,85.2
2933,11.0,85.1
2934,13.5,85.2
2935,12.2,85.1
2936,10.9,85.1
2937,9.3,85.1
2938,11.2,85.1
2939,13.1,85.1
2940,22.5,85.0
2941,23.6,84.9
2942,13.8,84.7
2943,12.4,84.7
2944,15.5,84.6
2945,10.3,84.6
2946,11.4,84.6
2947,9.1,84.7
2948,13.3,84.8
2949,14.0,84.8
2950,12.7,84.7
2951,13.0,84.6
2952,10.1,84.6
2953,21.2,84.7
2954,13.3,84.8
2955,11.0,85.1
2956,34.4,85.5
2957,19.3,85.7
2958,30.1,85.7
2959,11.7,85.6
2960,17.5,85.6
2961,21.7,85.7
2962,14.2,85.7
2963,11.4,85.6
2964,11.9,85.7
2965,11.5,85.7
2966,11.7,85.6
2967,14.4,85.5
2968,13.6,85.4
2969,10.1,85.6
2970,27.0,85.8
2971,18.6,85.8
2972,11.8,85.9
2973,16.2,85.9
2974,13.6,85.6
2975,13.0,85.6
2976,13.4,85.6
2977,11.6,85.9
2978,15.1,85.9
2979,13.5,85.8
2980,11.8,86.0
2981,14.2,86.1
2982,12.0,85.9
2983,15.2,86.0
2984,10.8,86.1
2985,22.8,86.5
2986,32.9,86.4
2987,29.7,86.3
2988,13.9,86.4
2989,10.7,86.4
2990,11.9,86.3
2991,12.2,86.1
2992,15.5,86.5
2993,28.8,86.4
2994,13.9,86.4
2995,17.9,86.4
2996,14.4,86.2
2997,13.2,86.4
2998,14.5,86.4
2999,14.1,86.4
3000,12.0,86.2
3001,13.7,86.1
3002,11.1,86.0
3003,14.0,85.9
3004,11.4,86.2
3005,13.6,86.2
3006,13.9,86.2
3007,14.4,86.2
3008,16.4,87.3
3009,12.8,87.3
3010,15.2,87.2
3011,13.7,86.9
3012,13.3,87.0
3013,11.5,87.0
3014,12.9,87.1
3015,19.5,87.6
3016,29.6,87.6
3017,11.5,88.5
3018,14.7,88.8
3019,18.3,88.9
3020,9.7,88.5
3021,11.9,88.5
3022,15.0,88.4
3023,10.6,88.4
3024,11.7,88.0
3025,12.1,87.8
3026,11.7,87.7
3027,10.8,87.5
3028,13.1,87.3
3029,14.0,87.0
3030,10.6,87.1
3031,10.1,87.1
3032,11.8,87.2
3033,10.9,87.1
3034,14.3,86.5
3035,11.7,86.3
3036,17.2,86.2
3037,13.7,86.2
3038,17.2,86.2
3039,10.9,86.2
3040,12.1,86.2
3041,11.5,86.2
3042,10.7,86.2
3043,11.4,86.2
3044,9.9,86.2
3045,10.7,86.3
3046,10.8,86.3
3047,12.0,86.4
3048,9.9,86.5
3049,11.4,86.7
3050,11.0,86.5
3051,14.0,86.5
3052,10.9,86.6
3053,11.8,86.7
3054,11.0,86.7
3055,15.3,86.8
3056,12.0,86.7
3057,11.3,86.7
3058,10.4,86.6
3059,12.4,86.7
3060,10.5,86.8
3061,11.5,86.7
3062,11.9,86.6
3063,11.8,86.6
3064,12.1,86.6
3065,10.7,86.7
3066,10.1,86.6
3067,16.4,86.8
3068,12.4,86.9
3069,10.7,86.7
3070,10.4,86.7
3071,11.4,86.6
3072,10.0,86.6
3073,10.9,86.5
3074,11.3,86.5
3075,10.2,86.5
3076,9.4,86.5
3077,10.7,86.4
3078,11.3,86.4
3079,9.4,86.4
3080,10.5,86.4
3081,11.9,86.4
3082,10.4,86.4
3083,29.6,86.4
3084,43.9,86.6
3085,26.1,86.5
3086,33.9,86.9
3087,19.3,86.9
3088,12.6,86.7
3089,12.0,86.7
3090,14.5,86.6
3091,11.1,86.7
3092,9.2,86.7
3093,12.1,86.5
3094,10.7,86.5
3095,8.1,86.5
3096,9.7,86.5
3097,12.8,86.4
3098,18.2,86.6
3099,13.1,86.5
3100,12.1,86.5
3101,10.4,86.5
3102,11.4,86.5
3103,11.9,86.5
3104,9.1,86.4
3105,9.0,86.4
3106,10.1,86.4
3107,9.6,86.4
3108,11.4,86.5
3109,10.6,86.4
3110,10.7,86.4
3111,10.3,86.3
3112,10.2,86.3
3113,11.0,86.4
3114,9.3,86.3
3115,12.5,86.3
3116,10.1,86.3
3117,11.0,86.0
3118,10.2,86.0
3119,9.6,86.1
3120,10.5,86.1
3121,10.0,86.1
3122,12.4,86.2
3123,13.3,86.1
3124,12.7,86.0
3125,14.7,85.9
3126,13.6,85.8
3127,13.3,85.6
3128,9.5,85.5
3129,11.1,85.6
3130,9.7,85.6
3131,12.7,86.3
3132,20.2,87.0
3133,35.8,87.4
3134,33.6,87.5
3135,23.1,88.0
3136,29.4,88.4
3137,10.9,88.2
3138,11.6,88.1
3139,12.4,87.8
3140,12.8,87.8
3141,13.7,87.8
3142,12.6,87.9
3143,10.5,87.8
3144,10.8,87.7
3145,10.7,87.4
3146,10.8,87.1
3147,12.9,87.1
3148,9.8,87.0
3149,9.2,87.2
3150,13.7,87.2
3151,11.8,87.2
3152,12.2,87.3
3153,13.6,87.2
3154,10.7,87.4
3155,11.4,87.3
3156,13.1,87.3
3157,11.9,87.5
3158,11.9,87.6
3159,13.7,87.8
3160,11.7,87.8
3161,13.3,87.8
3162,11.9,87.9
3163,12.5,87.9
3164,11.2,87.9
3165,15.2,87.9
3166,14.1,87.6
3167,15.0,87.5
3168,13.6,87.5
3169,14.8,87.4
3170,12.1,87.6
3171,13.0,87.6
3172,13.7,87.6
3173,12.3,87.6
3174,12.4,87.6
3175,14.2,87.6
3176,13.8,87.5
3177,12.5,87.5
3178,13.5,87.6
3179,11.6,87.6
3180,12.8,87.6
3181,11.4,87.6
3182,13.8,87.7
3183,11.5,87.7
3184,13.9,87.7
3185,13.2,87.7
3186,14.1,87.7
3187,12.0,87.7
3188,14.1,87.7
3189,12.1,87.7
3190,14.0,87.8
3191,13.5,87.7
3192,12.0,87.7
3193,12.3,87.7
3194,13.8,87.7
3195,14.9,87.7
3196,12.2,87.7
3197,12.3,87.8
3198,11.0,87.8
3199,12.0,87.9
3200,9.4,87.9
3201,12.2,87.9
3202,10.3,88.0
3203,10.4,87.9
3204,12.9,87.8
3205,11.6,87.8
3206,12.4,87.8
3207,11.3,87.8
3208,9.1,87.8
3209,9.9,87.8
3210,12.1,87.9
3211,11.1,87.9
3212,11.5,87.9
3213,10.2,87.9
3214,10.0,88.0
3215,10.9,88.1
3216,11.7,88.1
3217,12.0,88.2
3218,10.7,88.5
3219,9.3,88.6
3220,10.0,88.8
3221,12.0,88.7
3222,12.1,88.7
3223,11.2,88.8
3224,11.3,88.7
3225,13.5,88.7
3226,10.6,88.8
3227,12.1,88.8
3228,10.5,88.8
3229,12.0,88.7
3230,11.6,88.8
3231,11.2,88.8
3232,12.0,88.8
3233,13.1,89.0
3234,16.4,89.2
3235,11.1,89.1
3236,11.5,89.1
3237,10.4,89.6
3238,12.1,89.2
3239,10.4,89.3
3240,10.2,89.3
3241,10.2,89.3
3242,11.6,89.3
3243,11.6,89.3
3244,9.5,89.3
3245,9.9,89.4
3246,8.4,89.4
3247,10.4,89.4
3248,11.0,89.3
3249,11.2,89.3
3250,13.3,89.3
3251,10.1,89.3
3252,9.9,89.4
3253,8.5,89.5
3254,9.1,89.4
3255,19.3,90.2
3256,30.4,89.4
3257,16.3,89.4
3258,9.1,89.3
3259,13.8,89.3
3260,13.4,89.3
3261,12.7,89.3
3262,11.2,89.3
3263,14.3,88.3
3264,13.6,88.3
3265,12.0,88.3
3266,12.4,88.2
3267,14.3,88.3
3268,14.8,88.3
3269,15.3,88.2
3270,12.9,88.1
3271,12.0,88.0
3272,15.4,88.0
3273,12.4,88.1
3274,13.4,88.0
3275,11.2,88.0
3276,14.2,87.9
3277,9.4,87.9
3278,14.7,87.8
3279,9.4,87.8
3280,13.8,87.8
3281,13.3,87.9
3282,13.2,87.8
3283,13.0,87.7
3284,12.8,87.8
3285,12.6,87.7
3286,9.8,87.7
3287,15.2,87.6
3288,11.1,87.6
3289,10.3,87.7
3290,13.1,87.6
3291,12.1,87.7
3292,15.2,87.7
3293,11.0,87.7
3294,15.3,87.8
3295,12.1,87.8
3296,13.5,87.9
3297,12.8,87.8
3298,15.4,87.8
3299,17.3,87.9
3300,11.8,88.0
3301,13.6,87.9
3302,12.6,88.0
3303,14.2,87.9
3304,13.9,87.9
3305,13.9,87.9
3306,12.0,87.8
3307,16.5,87.8
3308,13.0,87.7
3309,15.2,87.7
3310,13.4,87.6
3311,9.3,87.7
3312,11.5,87.7
3313,11.8,87.7
3314,13.0,87.7
3315,12.6,87.7
3316,13.7,87.7
3317,11.1,87.7
3318,14.5,87.7
3319,15.0,87.7
3320,11.1,88.7
3321,11.2,88.7
3322,9.2,88.7
3323,21.5,88.7
3324,11.4,88.6
3325,10.2,88.8
3326,8.9,89.0
3327,8.8,88.9
3328,13.0,88.9
3329,9.7,89.2
3330,14.1,89.1
3331,10.5,89.1
3332,12.3,89.2
3333,11.9,89.1
3334,11.9,89.1
3335,14.1,89.1
3336,10.3,88.9
3337,12.4,88.8
3338,11.2,88.9
3339,12.2,88.5
3340,11.5,88.5
3341,12.0,88.3
3342,12.9,88.1
3343,12.0,88.0
3344,12.7,88.1
3345,11.2,88.1
3346,13.4,87.9
3347,13.1,87.9
3348,15.5,88.0
3349,13.1,88.0
3350,14.7,88.0
3351,12.8,88.0
3352,20.1,87.9
3353,13.4,87.9
3354,18.2,88.0
3355,16.7,87.9
3356,15.9,88.4
3357,13.8,89.2
3358,12.8,89.6
3359,11.5,89.4
3360,11.8,89.4
3361,11.2,89.9
3362,13.4,90.0
3363,14.3,89.9
3364,13.4,89.8
3365,17.0,90.8
3366,14.4,90.9
